## ------------------------------------------------------------------------------------------------
## T2K Run 1-4 Numu-Disappearance Analysis -2dlnL Data ##
## Contents of this file include: 
##  (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal Hierarchy
##  (2) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{32} Normal Hierarchy
##  (3) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Inverted Hierarchy
##  (4) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{13} Inverted Hierarchy
##  (5) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{32}) Normal Hierarchy
##  (6) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{13}) Inverted Hierarchy
##  (7) 68% CL Feldman-Cousins Contours, Normal Hierarchy
##  (8) 90% CL Feldman-Cousins Contours, Normal Hierarchy
##  (9) 68% CL Feldman-Cousins Contours, Inverted Hierarchy
## (10) 90% CL Feldman-Cousins Contours, Inverted Hierarchy
## ------------------------------------------------------------------------------------------------
## (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal ##
## ------------------------------------------------------------------------------------------------
\sin^{2}(\theta_{23})	-2\Delta\lnL
0.6 	0.003025 25.1119365599
0.6 	0.00305 27.1618177416
0.6 	0.003075 29.2859840813
0.6 	0.0031 31.4819346955
0.6 	0.003125 33.7471665611
0.6 	0.00315 36.0791202403
0.6 	0.003175 38.4749815891
0.6 	0.0032 40.932110848
0.6 	0.003225 43.447606683
0.6 	0.00325 46.0185745613
0.6 	0.003275 48.6420951893
0.6 	0.0033 51.3151754955
0.6 	0.003325 54.0348222386
0.6 	0.00335 56.7980129106
0.6 	0.003375 59.6017542549
0.6 	0.0034 62.4429720457
0.6 	0.003425 65.318651768
0.6 	0.00345 68.2258327019
0.6 	0.003475 71.1614351391
0.6 	0.0035 74.1224202686
0.6 	0.003525 77.1057422104
0.6 	0.00355 80.1082511033
0.6 	0.003575 83.127267775
0.6 	0.0036 86.1656455024
0.6 	0.003625 89.222842207
0.6 	0.00365 92.2965463494
0.6 	0.003675 95.3843986778
0.6 	0.0037 98.4840682958
0.6 	0.003725 101.593211224
0.6 	0.00375 104.709438732
0.6 	0.003775 107.830435765
0.6 	0.0038 111.216770669
0.6 	0.003825 114.299987811
0.6 	0.00385 117.379088914
0.6 	0.003875 120.451574886
0.6 	0.0039 123.515149101
0.6 	0.003925 126.567319272
0.6 	0.00395 129.605550456
0.6 	0.003975 132.627172359
0.6 	0.004 135.629159664
0.604 	0.002 23.1679441181
0.604 	0.002025 21.2036207093
0.604 	0.00205 19.3312977423
0.604 	0.002075 17.5527954324
0.604 	0.0021 15.8699269678
0.604 	0.002125 14.2844947103
0.604 	0.00215 12.7982832845
0.604 	0.002175 11.4130489273
0.604 	0.0022 10.1305047502
0.604 	0.002225 8.95230840202
0.604 	0.00225 7.88002062901
0.604 	0.002275 6.91511919078
0.604 	0.0023 6.05889043119
0.604 	0.002325 5.31253384992
0.604 	0.00235 4.67696419375
0.604 	0.002375 4.15313444993
0.604 	0.0024 3.74144708194
0.604 	0.002425 3.44233564117
0.604 	0.00245 3.25554139868
0.604 	0.002475 3.17753324511
0.604 	0.0025 3.17013975546
0.604 	0.002525 3.21912442153
0.604 	0.00255 3.37075927417
0.604 	0.002575 3.6332366133
0.604 	0.0026 4.00608088449
0.604 	0.002625 4.48863201155
0.604 	0.00265 5.07978919665
0.604 	0.002675 5.77791881765
0.604 	0.0027 6.58181839621
0.604 	0.002725 7.45046502043
0.604 	0.00275 8.50037664986
0.604 	0.002775 9.53121507726
0.604 	0.0028 10.7183352005
0.604 	0.002825 12.000784545
0.604 	0.00285 13.37660888
0.604 	0.002875 14.8438257124
0.604 	0.0029 16.4004798236
0.604 	0.002925 18.0445425921
0.604 	0.00295 19.7739719204
0.604 	0.002975 21.5865732367
0.604 	0.003 23.4801787926
0.604 	0.003025 25.4527183489
0.604 	0.00305 27.5017397148
0.604 	0.003075 29.6249783254
0.604 	0.0031 31.8198981634
0.604 	0.003125 34.0839877016
0.604 	0.00315 36.4146893467
0.604 	0.003175 38.809223437
0.604 	0.0032 41.2648318533
0.604 	0.003225 43.7787185866
0.604 	0.00325 46.3479718402
0.604 	0.003275 48.9696628249
0.604 	0.0033 51.6408176329
0.604 	0.003325 54.3584451106
0.604 	0.00335 57.1195395645
0.604 	0.003375 59.9210593916
0.604 	0.0034 62.7599895177
0.604 	0.003425 65.633290419
0.604 	0.00345 68.5379841996
0.604 	0.003475 71.4709968917
0.604 	0.0035 74.4292665883
0.604 	0.003525 77.4097493416
0.604 	0.00355 80.4092435182
0.604 	0.003575 83.4250642138
0.604 	0.0036 86.4600394836
0.604 	0.003625 89.5137020527
0.604 	0.00365 92.5837200188
0.604 	0.003675 95.6677107508
0.604 	0.0037 98.7633450026
0.604 	0.003725 101.868275872
0.604 	0.00375 104.980127106
0.604 	0.003775 108.386340993
0.604 	0.0038 111.467062935
0.604 	0.003825 114.545772197
0.604 	0.00385 117.620186979
0.604 	0.003875 120.687792325
0.604 	0.0039 123.746303937
0.604 	0.003925 126.793218482
0.604 	0.00395 129.825988408
0.604 	0.003975 132.841919705
0.604 	0.004 135.837910241
0.608 	0.002 23.6239535902
0.608 	0.002025 21.656663759
0.608 	0.00205 19.7812928469
0.608 	0.002075 17.999703806
0.608 	0.0021 16.3137489357
0.608 	0.002125 14.7252648774
0.608 	0.00215 13.2360646516
0.608 	0.002175 11.8479386666
0.608 	0.0022 10.562585909
0.608 	0.002225 9.38168815378
0.608 	0.00225 8.30681578656
0.608 	0.002275 7.33940267331
0.608 	0.0023 6.480842824
0.608 	0.002325 5.73216098363
0.608 	0.00235 5.09446200705
0.608 	0.002375 4.56854051532
0.608 	0.0024 4.15481929388
0.608 	0.002425 3.85374995073
0.608 	0.00245 3.66504719026
0.608 	0.002475 3.58519964241
0.608 	0.0025 3.57648840702
0.608 	0.002525 3.62346918866
0.608 	0.00255 3.77255191039
0.608 	0.002575 4.03246386462
0.608 	0.0026 4.40286583481
0.608 	0.002625 4.88300057408
0.608 	0.00265 5.4716655278
0.608 	0.002675 6.16758844523
0.608 	0.0027 6.9692630101
0.608 	0.002725 7.87519690552
0.608 	0.00275 8.88369990629
0.608 	0.002775 9.99277547833
0.608 	0.0028 11.1008603297
0.608 	0.002825 12.3818563541
0.608 	0.00285 13.7564005792
0.608 	0.002875 15.2223518274
0.608 	0.0029 16.7778890699
0.608 	0.002925 18.4208420511
0.608 	0.00295 20.1492062875
0.608 	0.002975 21.9607397296
0.608 	0.003 23.853277926
0.608 	0.003025 25.8246637608
0.608 	0.00305 27.8724837366
0.608 	0.003075 29.9944272005
0.608 	0.0031 32.1879857889
0.608 	0.003125 34.4505688752
0.608 	0.00315 36.779649177
0.608 	0.003175 39.1724035103
0.608 	0.0032 41.6262021752
0.608 	0.003225 44.1380932923
0.608 	0.00325 46.7052339604
0.608 	0.003275 49.3247209682
0.608 	0.0033 51.9935528342
0.608 	0.003325 54.7087633857
0.608 	0.00335 57.4673499306
0.608 	0.003375 60.26624504
0.608 	0.0034 63.1024580746
0.608 	0.003425 65.9729951885
0.608 	0.00345 68.8748339002
0.608 	0.003475 71.8047746201
0.608 	0.0035 74.759885371
0.608 	0.003525 77.73703028
0.608 	0.00355 80.7331205432
0.608 	0.003575 83.7453155752
0.608 	0.0036 86.7765143487
0.608 	0.003625 89.8262555961
0.608 	0.00365 92.8921780799
0.608 	0.003675 95.9719202916
0.608 	0.0037 99.0631421642
0.608 	0.003725 102.163474453
0.608 	0.00375 105.270564984
0.608 	0.003775 108.65998671
0.608 	0.0038 111.735984299
0.608 	0.003825 114.809788105
0.608 	0.00385 117.879119805
0.608 	0.003875 120.941437571
0.608 	0.0039 123.994486016
0.608 	0.003925 127.035737496
0.608 	0.00395 130.062643587
0.608 	0.003975 133.072458975
0.608 	0.004 136.06198032
0.612 	0.002 24.1086076053
0.612 	0.002025 22.1387716604
0.612 	0.00205 20.2607739214
0.612 	0.002075 18.4765184735
0.612 	0.0021 16.7878950153
0.612 	0.002125 15.1967726269
0.612 	0.00215 13.705017241
0.612 	0.002175 12.3143645169
0.612 	0.0022 11.0265948781
0.612 	0.002225 9.84338066429
0.612 	0.00225 8.76629021989
0.612 	0.002275 7.79678666692
0.612 	0.0023 6.93611841821
0.612 	0.002325 6.18557629198
0.612 	0.00235 5.54600121231
0.612 	0.002375 5.01819268415
0.612 	0.0024 4.60271457493
0.612 	0.002425 4.29991865332
0.612 	0.00245 4.10952322573
0.612 	0.002475 4.02800404104
0.612 	0.0025 4.01802443364
0.612 	0.002525 4.06310817272
0.612 	0.00255 4.20974475688
0.612 	0.002575 4.46716934588
0.612 	0.0026 4.83509393833
0.612 	0.002625 5.31283209953
0.612 	0.00265 5.89924415737
0.612 	0.002675 6.59280674172
0.612 	0.0027 7.39228133881
0.612 	0.002725 8.2960169219
0.612 	0.00275 9.30234462942
0.612 	0.002775 10.3347750549
0.612 	0.0028 11.5185278745
0.612 	0.002825 12.7979016917
0.612 	0.00285 14.1708432774
0.612 	0.002875 15.6353604835
0.612 	0.0029 17.189476402
0.612 	0.002925 18.8310364046
0.612 	0.00295 20.5580207666
0.612 	0.002975 22.3681634566
0.612 	0.003 24.2592716255
0.612 	0.003025 26.2291817302
0.612 	0.00305 28.275430649
0.612 	0.003075 30.3957353264
0.612 	0.0031 32.5875099899
0.612 	0.003125 34.848233446
0.612 	0.00315 37.1753113718
0.612 	0.003175 39.5659665461
0.612 	0.0032 42.0174750635
0.612 	0.003225 44.5269831634
0.612 	0.00325 47.0916220767
0.612 	0.003275 49.7084714049
0.612 	0.0033 52.3745812959
0.612 	0.003325 55.086975773
0.612 	0.00335 57.8425739028
0.612 	0.003375 60.6384533374
0.612 	0.0034 63.4715318455
0.612 	0.003425 66.3387851824
0.612 	0.00345 69.2372081801
0.612 	0.003475 72.1637353162
0.612 	0.0035 75.115242012
0.612 	0.003525 78.088614533
0.612 	0.00355 81.080764363
0.612 	0.003575 84.08888137
0.612 	0.0036 87.1159179459
0.612 	0.003625 90.1613321341
0.612 	0.00365 93.2227676896
0.612 	0.003675 96.2978612341
0.612 	0.0037 99.3842536988
0.612 	0.003725 102.479580428
0.612 	0.00375 105.882536178
0.612 	0.003775 108.953411144
0.612 	0.0038 112.024272523
0.612 	0.003825 115.092753438
0.612 	0.00385 118.15653426
0.612 	0.003875 121.213205971
0.612 	0.0039 124.260363769
0.612 	0.003925 127.295532057
0.612 	0.00395 130.316137848
0.612 	0.003975 133.319384376
0.612 	0.004 136.301949804
0.616 	0.002 24.6227268501
0.616 	0.002025 22.6508070411
0.616 	0.00205 20.7706449983
0.616 	0.002075 18.9841841049
0.616 	0.0021 17.2933494613
0.616 	0.002125 15.7000405553
0.616 	0.00215 14.2061571594
0.616 	0.002175 12.8134431983
0.616 	0.0022 11.5236672539
0.616 	0.002225 10.3385462236
0.616 	0.00225 9.25963321646
0.616 	0.002275 8.28838850866
0.616 	0.0023 7.42608670528
0.616 	0.002325 6.67389211571
0.616 	0.00235 6.03270237117
0.616 	0.002375 5.50343034425
0.616 	0.0024 5.08648187215
0.616 	0.002425 4.78219981052
0.616 	0.00245 4.59033151702
0.616 	0.002475 4.50732245077
0.616 	0.0025 4.49613264802
0.616 	0.002525 4.53943011455
0.616 	0.00255 4.68364688034
0.616 	0.002575 4.93882516481
0.616 	0.0026 5.30454143702
0.616 	0.002625 5.77976680983
0.616 	0.00265 6.36378562949
0.616 	0.002675 7.05510668613
0.616 	0.0027 7.85224073225
0.616 	0.002725 8.75372379729
0.616 	0.00275 9.7577350521
0.616 	0.002775 10.8625421126
0.616 	0.0028 11.9728330854
0.616 	0.002825 13.2502786225
0.616 	0.00285 14.6214759575
0.616 	0.002875 16.0842321257
0.616 	0.0029 17.6366273742
0.616 	0.002925 19.2765233979
0.616 	0.00295 21.0018145598
0.616 	0.002975 22.8102298657
0.616 	0.003 24.6995630516
0.616 	0.003025 26.6676005921
0.616 	0.00305 28.7119335418
0.616 	0.003075 30.8301841491
0.616 	0.0031 33.0198558991
0.616 	0.003125 35.278277396
0.616 	0.00315 37.6029400579
0.616 	0.003175 39.9910469801
0.616 	0.0032 42.4398682449
0.616 	0.003225 44.9465714066
0.616 	0.00325 47.5082854035
0.616 	0.003275 50.1220672566
0.616 	0.0033 52.7850105135
0.616 	0.003325 55.4940870656
0.616 	0.00335 58.2463289601
0.616 	0.003375 61.0386994157
0.616 	0.0034 63.8681708413
0.616 	0.003425 66.7317252656
0.616 	0.00345 69.6263365616
0.616 	0.003475 72.548861676
0.616 	0.0035 75.4962763354
0.616 	0.003525 78.4653806697
0.616 	0.00355 81.4530885501
0.616 	0.003575 84.456650768
0.616 	0.0036 87.4791088092
0.616 	0.003625 90.5197866168
0.616 	0.00365 93.5763095506
0.616 	0.003675 96.6463242382
0.616 	0.0037 99.7274628155
0.616 	0.003725 102.81735207
0.616 	0.00375 106.201876885
0.616 	0.003775 109.267370218
0.616 	0.0038 112.332651021
0.616 	0.003825 115.395381396
0.616 	0.00385 118.453221793
0.616 	0.003875 121.503766367
0.616 	0.0039 124.544602639
0.616 	0.003925 127.573248731
0.616 	0.00395 130.587105568
0.616 	0.003975 133.583336857
0.616 	0.004 136.558383373
0.62 	0.002 25.1671138217
0.62 	0.002025 23.1936119182
0.62 	0.00205 21.3117869423
0.62 	0.002075 19.5236195091
0.62 	0.0021 17.8310679293
0.62 	0.002125 16.2360598695
0.62 	0.00215 14.7404818133
0.62 	0.002175 13.3461790175
0.62 	0.0022 12.0548899336
0.62 	0.002225 10.8683013927
0.62 	0.00225 9.7879871671
0.62 	0.002275 8.81540565353
0.62 	0.0023 7.95182097341
0.62 	0.002325 7.19832561746
0.62 	0.00235 6.55597108149
0.62 	0.002375 6.02549981947
0.62 	0.0024 5.6073426555
0.62 	0.002425 5.30188077883
0.62 	0.00245 5.10877062609
0.62 	0.002475 5.02446560085
0.62 	0.0025 5.01222216886
0.62 	0.002525 5.05366004584
0.62 	0.00255 5.19579689696
0.62 	0.002575 5.44873504717
0.62 	0.0026 5.81213282026
0.62 	0.002625 6.28508604123
0.62 	0.00265 6.86677086621
0.62 	0.002675 7.55569431807
0.62 	0.0027 8.35054568019
0.62 	0.002725 9.2496397616
0.62 	0.00275 10.2512835556
0.62 	0.002775 11.3536855941
0.62 	0.0028 12.5549751639
0.62 	0.002825 13.7403723452
0.62 	0.00285 15.109520581
0.62 	0.002875 16.570337331
0.62 	0.0029 18.120753784
0.62 	0.002925 19.758655334
0.62 	0.00295 21.4818941608
0.62 	0.002975 23.2882637948
0.62 	0.003 25.1754665962
0.62 	0.003025 27.141280925
0.62 	0.00305 29.1833118137
0.62 	0.003075 31.2991284642
0.62 	0.0031 33.4861921058
0.62 	0.003125 35.7419581616
0.62 	0.00315 38.0637703176
0.62 	0.003175 40.4489198135
0.62 	0.0032 42.8946423028
0.62 	0.003225 45.3980761578
0.62 	0.00325 47.956386897
0.62 	0.003275 50.5666821351
0.62 	0.0033 53.2259925374
0.62 	0.003325 55.9313072811
0.62 	0.00335 58.6796738836
0.62 	0.003375 61.4680946143
0.62 	0.0034 64.2934828322
0.62 	0.003425 67.1528087075
0.62 	0.00345 70.0430722033
0.62 	0.003475 72.9611358277
0.62 	0.0035 75.9039210624
0.62 	0.003525 78.868227599
0.62 	0.00355 81.8509636909
0.62 	0.003575 84.8494941867
0.62 	0.0036 87.866928512
0.62 	0.003625 90.9024202202
0.62 	0.00365 93.9536017342
0.62 	0.003675 97.0180955637
0.62 	0.0037 100.093534132
0.62 	0.003725 103.177551497
0.62 	0.00375 106.542929984
0.62 	0.003775 109.602582438
0.62 	0.0038 112.661848504
0.62 	0.003825 115.718377918
0.62 	0.00385 118.769827754
0.62 	0.003875 121.813796959
0.62 	0.0039 124.847862309
0.62 	0.003925 127.869529317
0.62 	0.00395 130.876171069
0.62 	0.003975 133.86486843
0.62 	0.004 136.831820964
0.624 	0.002 25.7426097021
0.624 	0.002025 23.7680040933
0.624 	0.00205 21.885113009
0.624 	0.002075 20.0957137944
0.624 	0.0021 18.4019735187
0.624 	0.002125 16.8057863262
0.624 	0.00215 15.3090587255
0.624 	0.002175 13.9136480881
0.624 	0.0022 12.6213029368
0.624 	0.002225 11.4337140188
0.624 	0.00225 10.3524486858
0.624 	0.002275 9.37895494987
0.624 	0.0023 8.51449492449
0.624 	0.002325 7.76017263815
0.624 	0.00235 7.11698454215
0.624 	0.002375 6.58557598392
0.624 	0.0024 6.16654207805
0.624 	0.002425 5.86015529576
0.624 	0.00245 5.66614649534
0.624 	0.002475 5.58067490596
0.624 	0.0025 5.56726993885
0.624 	0.002525 5.60724257926
0.624 	0.00255 5.74735099863
0.624 	0.002575 5.99816401498
0.624 	0.0026 6.35920877741
0.624 	0.002625 6.83003512335
0.624 	0.00265 7.40944912433
0.624 	0.002675 8.09603599994
0.624 	0.0027 8.88841202423
0.624 	0.002725 9.78508791502
0.624 	0.00275 10.7843014161
0.624 	0.002775 11.8841110604
0.624 	0.0028 12.9961760584
0.624 	0.002825 14.2694585949
0.624 	0.00285 15.6363900135
0.624 	0.002875 17.0949629143
0.624 	0.0029 18.6430852382
0.624 	0.002925 20.2787166664
0.624 	0.00295 21.9996012752
0.624 	0.002975 23.8034942416
0.624 	0.003 25.688250858
0.624 	0.003025 27.6514613348
0.624 	0.00305 29.6907662169
0.624 	0.003075 31.8037370482
0.624 	0.0031 33.9878338796
0.624 	0.003125 36.2404722725
0.624 	0.00315 38.5590117835
0.624 	0.003175 40.9407258842
0.624 	0.0032 43.3828974551
0.624 	0.003225 45.8826237647
0.624 	0.00325 48.4370936808
0.624 	0.003275 51.0433955968
0.624 	0.0033 53.6985737611
0.624 	0.003325 56.3996667573
0.624 	0.00335 59.1436662472
0.624 	0.003375 61.9276046823
0.624 	0.0034 64.7484055718
0.624 	0.003425 67.6029938653
0.624 	0.00345 70.4883897294
0.624 	0.003475 73.4014532294
0.624 	0.0035 76.3390838286
0.624 	0.003525 79.2980293066
0.624 	0.00355 82.2752322
0.624 	0.003575 85.268211731
0.624 	0.0036 88.2801844272
0.624 	0.003625 91.3100517536
0.624 	0.00365 94.3554305552
0.624 	0.003675 97.413946562
0.624 	0.0037 100.483228299
0.624 	0.003725 103.854865346
0.624 	0.00375 106.906438995
0.624 	0.003775 109.95978707
0.624 	0.0038 113.01256863
0.624 	0.003825 116.062438438
0.624 	0.00385 119.107036231
0.624 	0.003875 122.143962993
0.624 	0.0039 125.170788753
0.624 	0.003925 128.185005062
0.624 	0.00395 131.1839476
0.624 	0.003975 134.164580563
0.624 	0.004 137.122763129
0.628 	0.002 26.3497895997
0.628 	0.002025 24.3747738545
0.628 	0.00205 22.4912689064
0.628 	0.002075 20.7014599645
0.628 	0.0021 19.0069531901
0.628 	0.002125 17.410136586
0.628 	0.00215 15.9128396057
0.628 	0.002175 14.5168150346
0.628 	0.0022 13.2239155015
0.628 	0.002225 12.0357992084
0.628 	0.00225 10.9540554363
0.628 	0.002275 9.98009888039
0.628 	0.0023 9.11513613921
0.628 	0.002325 8.36036641613
0.628 	0.00235 7.71667415604
0.628 	0.002375 7.18481408154
0.628 	0.0024 6.76518990173
0.628 	0.002425 6.45819773699
0.628 	0.00245 6.26339472017
0.628 	0.002475 6.17711926957
0.628 	0.0025 6.1628142069
0.628 	0.002525 6.20136364095
0.628 	0.00255 6.33949303536
0.628 	0.002575 6.58816081387
0.628 	0.0026 6.94737332006
0.628 	0.002625 7.41588471287
0.628 	0.00265 7.99301864294
0.628 	0.002675 8.67718693249
0.628 	0.0027 9.46718180499
0.628 	0.002725 10.3613180812
0.628 	0.00275 11.3578778168
0.628 	0.002775 12.45510293
0.628 	0.0028 13.6510731407
0.628 	0.002825 14.8388642771
0.628 	0.00285 16.2032928336
0.628 	0.002875 17.6593566771
0.628 	0.0029 19.2049457459
0.628 	0.002925 20.8379236401
0.628 	0.00295 22.556114376
0.628 	0.002975 24.3572352757
0.628 	0.003 26.2391124212
0.628 	0.003025 28.1993164225
0.628 	0.00305 30.2355138615
0.628 	0.003075 32.3452466753
0.628 	0.0031 34.5258963434
0.628 	0.003125 36.7749796529
0.628 	0.00315 39.089792678
0.628 	0.003175 41.4676364749
0.628 	0.0032 43.905766797
0.628 	0.003225 46.4013180275
0.628 	0.00325 48.9514470889
0.628 	0.003275 51.5532704695
0.628 	0.0033 54.2038382241
0.628 	0.003325 56.9001861637
0.628 	0.00335 59.6393237607
0.628 	0.003375 62.4182641637
0.628 	0.0034 65.2339108285
0.628 	0.003425 68.083231181
0.628 	0.00345 70.9632119065
0.628 	0.003475 73.8707225316
0.628 	0.0035 76.802608083
0.628 	0.003525 79.7556309061
0.628 	0.00355 82.7267236642
0.628 	0.003575 85.7136368923
0.628 	0.0036 88.7196909137
0.628 	0.003625 91.7434609176
0.628 	0.00365 94.7825665604
0.628 	0.003675 97.8346304412
0.628 	0.0037 101.207123079
0.628 	0.003725 104.248166167
0.628 	0.00375 107.293132322
0.628 	0.003775 110.339697082
0.628 	0.0038 113.38551615
0.628 	0.003825 116.428245762
0.628 	0.00385 119.46551117
0.628 	0.003875 122.494917045
0.628 	0.0039 125.51402241
0.628 	0.003925 128.520297688
0.628 	0.00395 131.511025785
0.628 	0.003975 134.483031633
0.628 	0.004 137.431647024
0.632 	0.002 26.9895628226
0.632 	0.002025 25.0146809982
0.632 	0.00205 23.1312228155
0.632 	0.002075 21.3412663191
0.632 	0.0021 19.6468546179
0.632 	0.002125 18.0499850383
0.632 	0.00215 16.5526404847
0.632 	0.002175 15.1565814031
0.632 	0.0022 13.8636582421
0.632 	0.002225 12.675552439
0.632 	0.00225 11.5937913003
0.632 	0.002275 10.6198433916
0.632 	0.0023 9.75491478032
0.632 	0.002325 9.00011431627
0.632 	0.00235 8.35626902574
0.632 	0.002375 7.8242211048
0.632 	0.0024 7.40443099783
0.632 	0.002425 7.09702296357
0.632 	0.00245 6.90182702037
0.632 	0.002475 6.81489265448
0.632 	0.0025 6.79958663966
0.632 	0.002525 6.83694011595
0.632 	0.00255 6.97332966117
0.632 	0.002575 7.22013526636
0.632 	0.0026 7.57735136775
0.632 	0.002625 8.04389083095
0.632 	0.00265 8.6185331801
0.632 	0.002675 9.30038010221
0.632 	0.0027 10.0879034836
0.632 	0.002725 10.9794265215
0.632 	0.00275 11.9732916006
0.632 	0.002775 13.0677198629
0.632 	0.0028 14.2607590586
0.632 	0.002825 15.5504227525
0.632 	0.00285 16.8113472225
0.632 	0.002875 18.2646385686
0.632 	0.0029 19.8073891719
0.632 	0.002925 21.4374357623
0.632 	0.00295 23.1526005602
0.632 	0.002975 24.950569266
0.632 	0.003 26.8291670558
0.632 	0.003025 28.7859854834
0.632 	0.00305 30.8186458503
0.632 	0.003075 32.9246591094
0.632 	0.0031 35.1015044622
0.632 	0.003125 37.3465579711
0.632 	0.00315 39.6571986027
0.632 	0.003175 42.0306762721
0.632 	0.0032 44.4643060991
0.632 	0.003225 46.9551868802
0.632 	0.00325 49.5004890165
0.632 	0.003275 52.0973206972
0.632 	0.0033 54.7427740054
0.632 	0.003325 57.4338450156
0.632 	0.00335 60.1675696479
0.632 	0.003375 62.9409974194
0.632 	0.0034 65.7509101587
0.632 	0.003425 68.5944235456
0.632 	0.00345 71.4684249466
0.632 	0.003475 74.3697505758
0.632 	0.0035 77.2953568927
0.632 	0.003525 80.2418447088
0.632 	0.00355 83.2068314983
0.632 	0.003575 86.1865801928
0.632 	0.0036 89.1862265501
0.632 	0.003625 92.203415598
0.632 	0.00365 95.235762305
0.632 	0.003675 98.2808915908
0.632 	0.0037 101.631746395
0.632 	0.003725 104.665857295
0.632 	0.00375 107.703721762
0.632 	0.003775 110.743009287
0.632 	0.0038 113.781375245
0.632 	0.003825 116.816466034
0.632 	0.00385 119.845908454
0.632 	0.003875 122.867299006
0.632 	0.0039 125.878185567
0.632 	0.003925 128.876012721
0.632 	0.00395 131.857995107
0.632 	0.003975 134.820747438
0.632 	0.004 137.75880532
0.636 	0.002 27.6625852078
0.636 	0.002025 25.6884521737
0.636 	0.00205 23.8056696235
0.636 	0.002075 22.0163247211
0.636 	0.0021 20.3224834653
0.636 	0.002125 18.7262322428
0.636 	0.00215 17.2293608475
0.636 	0.002175 15.8338260843
0.636 	0.0022 14.5414360966
0.636 	0.002225 13.3538492353
0.636 	0.00225 12.2726034239
0.636 	0.002275 11.2991073249
0.636 	0.0023 10.4346396349
0.636 	0.002325 9.68016285406
0.636 	0.00235 9.03668615062
0.636 	0.002375 8.5048544813
0.636 	0.0024 8.08513911991
0.636 	0.002425 7.77774722938
0.636 	0.00245 7.58238051646
0.636 	0.002475 7.49501237645
0.636 	0.0025 7.47888441235
0.636 	0.002525 7.5150549965
0.636 	0.00255 7.6500080339
0.636 	0.002575 7.89493226038
0.636 	0.0026 8.25024191493
0.636 	0.002625 8.71457527674
0.636 	0.00265 9.28715280706
0.636 	0.002675 9.96663024458
0.636 	0.0027 10.7516646834
0.636 	0.002725 11.6405076505
0.636 	0.00275 12.6315480666
0.636 	0.002775 13.6675880936
0.636 	0.0028 14.9129535552
0.636 	0.002825 16.1994003276
0.636 	0.00285 17.5802686255
0.636 	0.002875 19.0534020757
0.636 	0.0029 20.4514512133
0.636 	0.002925 22.0782632601
0.636 	0.00295 23.7900793358
0.636 	0.002975 25.5845492906
0.636 	0.003 27.4594963493
0.636 	0.003025 29.4125410034
0.636 	0.00305 31.4412330721
0.636 	0.003075 33.5431342715
0.636 	0.0031 35.7156790783
0.636 	0.003125 37.9562528512
0.636 	0.00315 40.262221608
0.636 	0.003175 42.6309184749
0.636 	0.0032 45.0595223902
0.636 	0.003225 47.5452262907
0.636 	0.00325 50.0851804682
0.636 	0.003275 52.6765370083
0.636 	0.0033 55.3163182772
0.636 	0.003325 58.001588081
0.636 	0.00335 60.7293667794
0.636 	0.003375 63.4966829422
0.636 	0.0034 66.300321907
0.636 	0.003425 69.137426253
0.636 	0.00345 72.0048284228
0.636 	0.003475 74.8994132437
0.636 	0.0035 77.8180156221
0.636 	0.003525 80.7574844549
0.636 	0.00355 83.7148083122
0.636 	0.003575 86.6878054501
0.636 	0.0036 89.6805498428
0.636 	0.003625 92.6906578066
0.636 	0.00365 95.7157490321
0.636 	0.003675 99.0612196631
0.636 	0.0037 102.081974954
0.636 	0.003725 105.108645477
0.636 	0.00375 108.13890001
0.636 	0.003775 111.170403055
0.636 	0.0038 114.200811178
0.636 	0.003825 117.227752779
0.636 	0.00385 120.248865864
0.636 	0.003875 123.261731841
0.636 	0.0039 126.263885602
0.636 	0.003925 129.252738172
0.636 	0.00395 132.225423787
0.636 	0.003975 135.178205055
0.636 	0.004 138.104385137
0.64 	0.002 28.3695937806
0.64 	0.002025 26.3967785404
0.64 	0.00205 24.5153251182
0.64 	0.002075 22.7272372802
0.64 	0.0021 21.0346010752
0.64 	0.002125 19.4395310779
0.64 	0.00215 17.9437969221
0.64 	0.002175 16.5493814915
0.64 	0.0022 15.2580773066
0.64 	0.002225 14.071554456
0.64 	0.00225 12.9913442658
0.64 	0.002275 12.0188223434
0.64 	0.0023 11.1552385658
0.64 	0.002325 10.4016440754
0.64 	0.00235 9.75883416408
0.64 	0.002375 9.22759767908
0.64 	0.0024 8.80836956432
0.64 	0.002425 8.50124594211
0.64 	0.00245 8.3059910903
0.64 	0.002475 8.21841804959
0.64 	0.0025 8.20155715748
0.64 	0.002525 8.23653058467
0.64 	0.00255 8.37011870368
0.64 	0.002575 8.61355564438
0.64 	0.0026 8.96690693223
0.64 	0.002625 9.42955240258
0.64 	0.00265 9.99977177014
0.64 	0.002675 10.6769167975
0.64 	0.0027 11.459389147
0.64 	0.002725 12.3454723865
