## ------------------------------------------------------------------------------------------------
## T2K Run 1-4 Numu-Disappearance Analysis -2dlnL Data ##
## Contents of this file include: 
##  (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal Hierarchy
##  (2) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{32} Normal Hierarchy
##  (3) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Inverted Hierarchy
##  (4) Profiled -2\Delta\lnL vs. \Delta{m}^{2}_{13} Inverted Hierarchy
##  (5) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{32}) Normal Hierarchy
##  (6) -2\Delta\lnL vs. (\sin^{2}(\theta_{23}), \Delta{m}^{2}_{13}) Inverted Hierarchy
##  (7) 68% CL Feldman-Cousins Contours, Normal Hierarchy
##  (8) 90% CL Feldman-Cousins Contours, Normal Hierarchy
##  (9) 68% CL Feldman-Cousins Contours, Inverted Hierarchy
## (10) 90% CL Feldman-Cousins Contours, Inverted Hierarchy
## ------------------------------------------------------------------------------------------------
## (1) Profiled -2\Delta\lnL vs. \sin^{2}(\theta_{23}) Normal ##
## ------------------------------------------------------------------------------------------------
\sin^{2}(\theta_{23})	-2\Delta\lnL
0.456 	0.00215 11.7865401838
0.456 	0.002175 10.323000734
0.456 	0.0022 8.9596223338
0.456 	0.002225 7.69726050099
0.456 	0.00225 6.53814949505
0.456 	0.002275 5.48354916968
0.456 	0.0023 4.5349245234
0.456 	0.002325 3.69360765673
0.456 	0.00235 2.96079843908
0.456 	0.002375 2.33752296978
0.456 	0.0024 1.82464624295
0.456 	0.002425 1.42263877848
0.456 	0.00245 1.13194611186
0.456 	0.002475 0.952352320533
0.456 	0.0025 0.877799611322
0.456 	0.002525 0.871213889405
0.456 	0.00255 0.938534700414
0.456 	0.002575 1.11245323487
0.456 	0.0026 1.39586073904
0.456 	0.002625 1.788329191
0.456 	0.00265 2.28870701614
0.456 	0.002675 2.89595823589
0.456 	0.0027 3.60869734753
0.456 	0.002725 4.38973672765
0.456 	0.00275 5.28917264412
0.456 	0.002775 6.28740332401
0.456 	0.0028 7.38273406569
0.456 	0.002825 8.57326561996
0.456 	0.00285 9.85719029811
0.456 	0.002875 11.2327303476
0.456 	0.0029 12.6980816888
0.456 	0.002925 14.2514539807
0.456 	0.00295 15.8910969875
0.456 	0.002975 17.6151811498
0.456 	0.003 19.4219338092
0.456 	0.003025 21.3094071672
0.456 	0.00305 23.2757678112
0.456 	0.003075 25.31890408
0.456 	0.0031 27.4366525112
0.456 	0.003125 29.6267322399
0.456 	0.00315 31.8867921005
0.456 	0.003175 34.2143295548
0.456 	0.0032 36.6065603946
0.456 	0.003225 39.0608341335
0.456 	0.00325 41.5744819367
0.456 	0.003275 44.1442634865
0.456 	0.0033 46.767258335
0.456 	0.003325 49.4404280889
0.456 	0.00335 52.1607969537
0.456 	0.003375 54.9252405654
0.456 	0.0034 57.7307083987
0.456 	0.003425 60.5742155445
0.456 	0.00345 63.4526095608
0.456 	0.003475 66.3631419637
0.456 	0.0035 69.3025538028
0.456 	0.003525 72.2678824018
0.456 	0.00355 75.2565931133
0.456 	0.003575 78.2661967602
0.456 	0.0036 81.2933849727
0.456 	0.003625 84.3426907413
0.456 	0.00365 87.411815052
0.456 	0.003675 90.4984729066
0.456 	0.0037 93.6003740107
0.456 	0.003725 96.7152193103
0.456 	0.00375 99.8407071836
0.456 	0.003775 102.974507298
0.456 	0.0038 106.114285888
0.456 	0.003825 109.257693104
0.456 	0.00385 112.402347214
0.456 	0.003875 115.796233281
0.456 	0.0039 118.889884825
0.456 	0.003925 121.97591625
0.456 	0.00395 125.051891915
0.456 	0.003975 128.115323955
0.456 	0.004 131.163619822
0.46 	0.002 22.344030458
0.46 	0.002025 20.3168537157
0.46 	0.00205 18.3811270935
0.46 	0.002075 16.5382029087
0.46 	0.0021 14.7890541332
0.46 	0.002125 13.1354966742
0.46 	0.00215 11.5788271882
0.46 	0.002175 10.1205136592
0.46 	0.0022 8.76223462017
0.46 	0.002225 7.50497872536
0.46 	0.00225 6.35105880246
0.46 	0.002275 5.30102869078
0.46 	0.0023 4.35708785657
0.46 	0.002325 3.52031449991
0.46 	0.00235 2.79190253867
0.46 	0.002375 2.17287273844
0.46 	0.0024 1.6640847149
0.46 	0.002425 1.26599158593
0.46 	0.00245 0.979065409853
0.46 	0.002475 0.803034393006
0.46 	0.0025 0.731844825522
0.46 	0.002525 0.727146433308
0.46 	0.00255 0.79645630715
0.46 	0.002575 0.972486121595
0.46 	0.0026 1.25783227971
0.46 	0.002625 1.65201607461
0.46 	0.00265 2.15389939747
0.46 	0.002675 2.76243262847
0.46 	0.0027 3.47624620086
0.46 	0.002725 4.25679325985
0.46 	0.00275 5.15662126714
0.46 	0.002775 6.15499429369
0.46 	0.0028 7.25015757658
0.46 	0.002825 8.44032585464
0.46 	0.00285 9.72358822131
0.46 	0.002875 11.0982631544
0.46 	0.0029 12.5625129342
0.46 	0.002925 14.1146611322
0.46 	0.00295 15.7528853241
0.46 	0.002975 17.4754640972
0.46 	0.003 19.2806059721
0.46 	0.003025 21.1664768199
0.46 	0.00305 23.1311926021
0.46 	0.003075 25.1726900363
0.46 	0.0031 27.2888664314
0.46 	0.003125 29.4775060686
0.46 	0.00315 31.7362477672
0.46 	0.003175 34.0624160938
0.46 	0.0032 36.4535654813
0.46 	0.003225 38.9068657479
0.46 	0.00325 41.4196479641
0.46 	0.003275 43.988560506
0.46 	0.0033 46.6109510728
0.46 	0.003325 49.2836005381
0.46 	0.00335 52.003526538
0.46 	0.003375 54.7675680103
0.46 	0.0034 57.5726665386
0.46 	0.003425 60.4158120916
0.46 	0.00345 63.2940408517
0.46 	0.003475 66.2043927464
0.46 	0.0035 69.1439593343
0.46 	0.003525 72.1093588545
0.46 	0.00355 75.0981734303
0.46 	0.003575 78.1078706004
0.46 	0.0036 81.1358568586
0.46 	0.003625 84.1860355581
0.46 	0.00365 87.2561934364
0.46 	0.003675 90.344011752
0.46 	0.0037 93.4472064003
0.46 	0.003725 96.5634859235
0.46 	0.00375 99.6905597211
0.46 	0.003775 102.826074881
0.46 	0.0038 105.967734823
0.46 	0.003825 109.113174713
0.46 	0.00385 112.26002151
0.46 	0.003875 115.663598045
0.46 	0.0039 118.759451942
0.46 	0.003925 121.847847623
0.46 	0.00395 124.926350888
0.46 	0.003975 127.992476705
0.46 	0.004 131.043635255
0.464 	0.002 22.1250992272
0.464 	0.002025 20.1029743881
0.464 	0.00205 18.1720541389
0.464 	0.002075 16.3340785745
0.464 	0.0021 14.5902152928
0.464 	0.002125 12.9418302563
0.464 	0.00215 11.3903211947
0.464 	0.002175 9.93712446554
0.464 	0.0022 8.58385396973
0.464 	0.002225 7.33160027038
0.464 	0.00225 6.18226378407
0.464 	0.002275 5.13722022377
0.464 	0.0023 4.19819295886
0.464 	0.002325 3.36556502867
0.464 	0.00235 2.64147420439
0.464 	0.002375 2.02661527478
0.464 	0.0024 1.52179697745
0.464 	0.002425 1.12759851467
0.464 	0.00245 0.844329779633
0.464 	0.002475 0.6718284084
0.464 	0.0025 0.603877587878
0.464 	0.002525 0.601030963175
0.464 	0.00255 0.672225958167
0.464 	0.002575 0.850306191783
0.464 	0.0026 1.13756198225
0.464 	0.002625 1.53334842978
0.464 	0.00265 2.03666926916
0.464 	0.002675 2.64640814171
0.464 	0.0027 3.36120785082
0.464 	0.002725 4.1413266251
0.464 	0.00275 5.04144868301
0.464 	0.002775 6.03986052508
0.464 	0.0028 7.13481575217
0.464 	0.002825 8.32447936397
0.464 	0.00285 9.60708122693
0.464 	0.002875 10.9808069356
0.464 	0.0029 12.4439016207
0.464 	0.002925 13.9947114308
0.464 	0.00295 15.631405952
0.464 	0.002975 17.3524363739
0.464 	0.003 19.1559105637
0.464 	0.003025 21.0400722486
0.464 	0.00305 23.0030601804
0.464 	0.003075 25.042885412
0.464 	0.0031 27.1574229276
0.464 	0.003125 29.3445439512
0.464 	0.00315 31.6017708945
0.464 	0.003175 33.92660516
0.464 	0.0032 36.3165124816
0.464 	0.003225 38.7688698118
0.464 	0.00325 41.2804137668
0.464 	0.003275 43.8485786549
0.464 	0.0033 46.4702146661
0.464 	0.003325 49.1422629951
0.464 	0.00335 51.8615650079
0.464 	0.003375 54.6250543654
0.464 	0.0034 57.4296890539
0.464 	0.003425 60.2724408797
0.464 	0.00345 63.1503147305
0.464 	0.003475 66.060382102
0.464 	0.0035 68.999698673
0.464 	0.003525 71.9653189803
0.464 	0.00355 74.9539672152
0.464 	0.003575 77.9636232086
0.464 	0.0036 80.9921897774
0.464 	0.003625 84.0431098208
0.464 	0.00365 87.1141114257
0.464 	0.003675 90.2029055436
0.464 	0.0037 93.3072026828
0.464 	0.003725 96.4247194194
0.464 	0.00375 99.5531609455
0.464 	0.003775 102.690202785
0.464 	0.0038 105.833511871
0.464 	0.003825 108.980754762
0.464 	0.00385 112.129555345
0.464 	0.003875 115.54214059
0.464 	0.0039 118.639959322
0.464 	0.003925 121.730478178
0.464 	0.00395 124.811259858
0.464 	0.003975 127.879815831
0.464 	0.004 130.933573573
0.468 	0.002 21.9252874612
0.468 	0.002025 19.9078060631
0.468 	0.00205 17.9818879591
0.468 	0.002075 16.1488357853
0.468 	0.0021 14.4099572958
0.468 	0.002125 12.7665813269
0.468 	0.00215 11.2200714004
0.468 	0.002175 9.7718337064
0.468 	0.0022 8.42331686872
0.468 	0.002225 7.1760115335
0.468 	0.00225 6.03138028495
0.468 	0.002275 4.99092762662
0.468 	0.0023 4.05605447481
0.468 	0.002325 3.2280893831
0.468 	0.00235 2.50819799117
0.468 	0.002375 1.8973981489
0.468 	0.0024 1.39648579352
0.468 	0.002425 1.0060310814
0.468 	0.00245 0.726336610644
0.468 	0.002475 0.557241959371
0.468 	0.0025 0.492451796247
0.468 	0.002525 0.491247142161
0.468 	0.00255 0.564298028691
0.468 	0.002575 0.744343263027
0.468 	0.0026 1.0333388931
0.468 	0.002625 1.43072697321
0.468 	0.00265 1.93542870526
0.468 	0.002675 2.54629639515
0.468 	0.0027 3.24101773205
0.468 	0.002725 4.04164385779
0.468 	0.00275 4.94199283759
0.468 	0.002775 5.94038855181
0.468 	0.0028 7.03506459009
0.468 	0.002825 8.22422302204
0.468 	0.00285 9.50603880451
0.468 	0.002875 10.8787695322
0.468 	0.0029 12.3406537596
0.468 	0.002925 13.890102488
0.468 	0.00295 15.5252753355
0.468 	0.002975 17.24464654
0.468 	0.003 19.0463601295
0.468 	0.003025 20.9288228312
0.468 	0.00305 22.8900393012
0.468 	0.003075 24.9281001577
0.468 	0.0031 27.0410162674
0.468 	0.003125 29.2264805368
0.468 	0.00315 31.48217687
0.468 	0.003175 33.805627652
0.468 	0.0032 36.1942985428
0.468 	0.003225 38.6454769653
0.468 	0.00325 41.1558863037
0.468 	0.003275 43.7231436793
0.468 	0.0033 46.3439787804
0.468 	0.003325 49.0152982377
0.468 	0.00335 51.7339068956
0.468 	0.003375 54.4967586916
0.468 	0.0034 57.3008333157
0.468 	0.003425 60.1430837482
0.468 	0.00345 63.0205064356
0.468 	0.003475 65.9301217241
0.468 	0.0035 68.8691837575
0.468 	0.003525 71.8346551921
0.468 	0.00355 74.8232195996
0.468 	0.003575 77.832736105
0.468 	0.0036 80.8617332043
0.468 	0.003625 83.9131737452
0.468 	0.00365 86.984870875
0.468 	0.003675 90.0744760397
0.468 	0.0037 93.1797026577
0.468 	0.003725 96.2982795182
0.468 	0.00375 99.4278954886
0.468 	0.003775 102.566250693
0.468 	0.0038 105.711017166
0.468 	0.003825 108.859857566
0.468 	0.00385 112.010393229
0.468 	0.003875 115.160237242
0.468 	0.0039 118.530877249
0.468 	0.003925 121.623284503
0.468 	0.00395 124.706110194
0.468 	0.003975 127.776856408
0.468 	0.004 130.832956032
0.472 	0.002 21.7442068573
0.472 	0.002025 19.7313162736
0.472 	0.00205 17.8099106723
0.472 	0.002075 15.9816234568
0.472 	0.0021 14.2475240616
0.472 	0.002125 12.6089374444
0.472 	0.00215 11.0671723092
0.472 	0.002175 9.62368882807
0.472 	0.0022 8.27986581262
0.472 	0.002225 7.03717060956
0.472 	0.00225 5.89706268672
0.472 	0.002275 4.86102412118
0.472 	0.0023 3.93067777792
0.472 	0.002325 3.10665459499
0.472 	0.00235 2.39081287598
0.472 	0.002375 1.78392034441
0.472 	0.0024 1.28676808331
0.472 	0.002425 0.899916657218
0.472 	0.00245 0.623660652742
0.472 	0.002475 0.457843397495
0.472 	0.0025 0.395997385209
0.472 	0.002525 0.396359767722
0.472 	0.00255 0.471184650718
0.472 	0.002575 0.653086626924
0.472 	0.0026 0.943791136629
0.472 	0.002625 1.34260608796
0.472 	0.00265 1.84855577275
0.472 	0.002675 2.46045671784
0.472 	0.0027 3.17692009876
0.472 	0.002725 3.95608738025
0.472 	0.00275 4.85668878406
0.472 	0.002775 5.85501715328
0.472 	0.0028 6.94935690904
0.472 	0.002825 8.13794513752
0.472 	0.00285 9.41893785876
0.472 	0.002875 10.7906584908
0.472 	0.0029 12.2513459143
0.472 	0.002925 13.7993676329
0.472 	0.00295 15.4330231908
0.472 	0.002975 17.1506642875
0.472 	0.003 18.9507046756
0.472 	0.003025 20.8313832825
0.472 	0.00305 22.7908414298
0.472 	0.003075 24.8271300468
0.472 	0.0031 26.938340873
0.472 	0.003125 29.1221614189
0.472 	0.00315 31.3763595936
0.472 	0.003175 33.6983496249
0.472 	0.0032 36.0857894001
0.472 	0.003225 38.5355262145
0.472 	0.00325 41.0449782002
0.472 	0.003275 43.6113040796
0.472 	0.0033 46.2312541029
0.472 	0.003325 48.9017070104
0.472 	0.00335 51.6195648965
0.472 	0.003375 54.3817192198
0.472 	0.0034 57.1851407229
0.472 	0.003425 60.0268204053
0.472 	0.00345 62.9037144797
0.472 	0.003475 65.8129036073
0.472 	0.0035 68.7514702633
0.472 	0.003525 71.7166142443
0.472 	0.00355 74.70517264
0.472 	0.003575 77.7143761371
0.472 	0.0036 80.7436524891
0.472 	0.003625 83.7956070089
0.472 	0.00365 86.867811473
0.472 	0.003675 89.9580791358
0.472 	0.0037 93.0640817957
0.472 	0.003725 96.1835444913
0.472 	0.00375 99.3141840224
0.472 	0.003775 102.453671902
0.472 	0.0038 105.599708455
0.472 	0.003825 108.749942058
0.472 	0.00385 111.90200925
0.472 	0.003875 115.053519399
0.472 	0.0039 118.431674128
0.472 	0.003925 121.525772475
0.472 	0.00395 124.610421264
0.472 	0.003975 127.68312947
0.472 	0.004 130.741330287
0.476 	0.002 21.5811226078
0.476 	0.002025 19.5723740531
0.476 	0.00205 17.655446984
0.476 	0.002075 15.831615516
0.476 	0.0021 14.1020187393
0.476 	0.002125 12.4679837104
0.476 	0.00215 10.9308097446
0.476 	0.002175 9.49179079826
0.476 	0.0022 8.15241708203
0.476 	0.002225 6.91409227744
0.476 	0.00225 5.77827930842
0.476 	0.002275 4.74643242686
0.476 	0.0023 3.81994005542
0.476 	0.002325 3.00025982057
0.476 	0.00235 2.28812217457
0.476 	0.002375 1.68494706607
0.476 	0.0024 1.19137268516
0.476 	0.002425 0.807949678656
0.476 	0.00245 0.534964169403
0.476 	0.002475 0.372255425717
0.476 	0.0025 0.313215990159
0.476 	0.002525 0.314973668914
0.476 	0.00255 0.391467606546
0.476 	0.002575 0.57512115618
0.476 	0.0026 0.867347563325
0.476 	0.002625 1.26746885416
0.476 	0.00265 1.77459687534
0.476 	0.002675 2.38741339624
0.476 	0.0027 3.10460735815
0.476 	0.002725 3.88338198228
0.476 	0.00275 4.78398300314
0.476 	0.002775 5.78223438955
0.476 	0.0028 6.87622063518
0.476 	0.002825 8.06420949793
0.476 	0.00285 9.34436231833
0.476 	0.002875 10.7150257557
0.476 	0.0029 12.1745057069
0.476 	0.002925 13.7210702066
0.476 	0.00295 15.3531940427
0.476 	0.002975 17.0692422543
0.476 	0.003 18.867552627
0.476 	0.003025 20.7464664384
0.476 	0.00305 22.7041293419
0.476 	0.003075 24.73876423
0.476 	0.0031 26.8482540754
0.476 	0.003125 29.0304734507
0.476 	0.00315 31.2830938543
0.476 	0.003175 33.6036212619
0.476 	0.0032 35.9897768915
0.476 	0.003225 38.4381833509
0.476 	0.00325 40.9466707554
0.476 	0.003275 43.5119861738
0.476 	0.0033 46.1310090812
0.476 	0.003325 48.8006189002
0.476 	0.00335 51.5175685775
0.476 	0.003375 54.2790604904
0.476 	0.0034 57.0817937275
0.476 	0.003425 59.9228324119
0.476 	0.00345 62.7991716394
0.476 	0.003475 65.7078283901
0.476 	0.0035 68.6459719244
0.476 	0.003525 71.6106508963
0.476 	0.00355 74.5991079808
0.476 	0.003575 77.607971641
0.476 	0.0036 80.6374545526
0.476 	0.003625 83.6896264019
0.476 	0.00365 86.7623084023
0.476 	0.003675 89.8531167266
0.476 	0.0037 92.9597574817
0.476 	0.003725 96.0799591983
0.476 	0.00375 99.2114526641
0.476 	0.003775 102.351920236
0.476 	0.0038 105.499051374
0.476 	0.003825 108.650505292
0.476 	0.00385 111.803910765
0.476 	0.003875 114.956883739
0.476 	0.0039 118.341890641
0.476 	0.003925 121.437482904
0.476 	0.00395 124.523743163
0.476 	0.003975 127.598196181
0.476 	0.004 130.658272415
0.48 	0.002 21.4355003106
0.48 	0.002025 19.4307112722
0.48 	0.00205 17.5179026592
0.48 	0.002075 15.6981894598
0.48 	0.0021 13.9728241287
0.48 	0.002125 12.3430426204
0.48 	0.00215 10.8101128251
0.48 	0.002175 9.37530018228
0.48 	0.0022 8.0401352022
0.48 	0.002225 6.80591808773
0.48 	0.00225 5.67406499095
0.48 	0.002275 4.64614590776
0.48 	0.0023 3.72364403474
0.48 	0.002325 2.90738458841
0.48 	0.00235 2.1990103906
0.48 	0.002375 1.59931887319
0.48 	0.0024 1.10910519604
0.48 	0.002425 0.728902621111
0.48 	0.00245 0.45898862981
0.48 	0.002475 0.299201001714
0.48 	0.0025 0.242778116752
0.48 	0.002525 0.245778148058
0.48 	0.00255 0.323811791188
0.48 	0.002575 0.509039507794
0.48 	0.0026 0.802673827845
0.48 	0.002625 1.20401329708
0.48 	0.00265 1.7121153327
0.48 	0.002675 2.32581178787
0.48 	0.0027 3.04368450752
0.48 	0.002725 3.8218928465
0.48 	0.00275 4.72263666051
0.48 	0.002775 5.72066562029
0.48 	0.0028 6.81424974295
0.48 	0.002825 8.00160093061
0.48 	0.00285 9.28092788298
0.48 	0.002875 10.6505718294
0.48 	0.0029 12.108783981
0.48 	0.002925 13.6540416392
0.48 	0.00295 15.2846414741
0.48 	0.002975 16.9990947575
0.48 	0.003 18.7957121924
0.48 	0.003025 20.6729394574
0.48 	0.00305 22.6289346877
0.48 	0.003075 24.6618476761
0.48 	0.0031 26.7696162403
0.48 	0.003125 28.9502734986
0.48 	0.00315 31.2013515009
0.48 	0.003175 33.520550718
0.48 	0.0032 35.9053224083
0.48 	0.003225 38.3525265621
0.48 	0.00325 40.8599804514
0.48 	0.003275 43.4243248554
0.48 	0.0033 46.0423493613
0.48 	0.003325 48.7106500884
0.48 	0.00335 51.4273690379
0.48 	0.003375 54.1879569641
0.48 	0.0034 56.9885692837
0.48 	0.003425 59.8303855239
0.48 	0.00345 62.7060819511
0.48 	0.003475 65.6142030524
0.48 	0.0035 68.5518674293
0.48 	0.003525 71.5161053547
0.48 	0.00355 74.5041901937
0.48 	0.003575 77.5128812812
0.48 	0.0036 80.5424516887
0.48 	0.003625 83.5948202798
0.48 	0.00365 86.6678159721
0.48 	0.003675 89.759013099
0.48 	0.0037 92.8661695643
0.48 	0.003725 95.9869924802
0.48 	0.00375 99.11920162
0.48 	0.003775 102.260500084
0.48 	0.0038 105.408569692
0.48 	0.003825 108.561070431
0.48 	0.00385 111.715640677
0.48 	0.003875 114.869890865
0.48 	0.0039 118.26108975
0.48 	0.003925 121.357973575
0.48 	0.00395 124.445658994
0.48 	0.003975 127.521651358
0.48 	0.004 130.583386409
0.484 	0.002 21.3069149612
0.484 	0.002025 19.3056808142
0.484 	0.00205 17.396626123
0.484 	0.002075 15.5807516029
0.484 	0.0021 13.8592669115
0.484 	0.002125 12.2333902794
0.484 	0.00215 10.7043659989
0.484 	0.002175 9.27347372375
0.484 	0.0022 7.9421071545
0.484 	0.002225 6.71161958401
0.484 	0.00225 5.58352834797
0.484 	0.002275 4.55923241199
0.484 	0.0023 3.64011926825
0.484 	0.002325 2.82745897118
0.484 	0.00235 2.12241516513
0.484 	0.002375 1.52596135579
0.484 	0.0024 1.03885809979
0.484 	0.002425 0.661636575281
0.484 	0.00245 0.394565724628
0.484 	0.002475 0.237481058359
0.484 	0.0025 0.183458655727
0.484 	0.002525 0.187560144402
0.484 	0.00255 0.266981492731
0.484 	0.002575 0.453610494769
0.484 	0.0026 0.74848823015
0.484 	0.002625 1.15093635615
0.484 	0.00265 1.6599375449
0.484 	0.002675 2.27431843539
0.484 	0.0027 2.9686297912
0.484 	0.002725 3.77043940504
0.484 	0.00275 4.67114070165
0.484 	0.002775 5.66895942682
0.484 	0.0028 6.76212087576
0.484 	0.002825 7.94885784425
0.484 	0.00285 9.22736462844
0.484 	0.002875 10.5959942952
0.484 	0.0029 12.053027419
0.484 	0.002925 13.5969238844
0.484 	0.00295 15.2260993898
0.484 	0.002975 16.9389944144
0.484 	0.003 18.7340515155
0.484 	0.003025 20.6095790312
0.484 	0.00305 22.5639823968
0.484 	0.003075 24.5952724234
0.484 	0.0031 26.70147673
0.484 	0.003125 28.880584871
0.484 	0.00315 31.1302156846
0.484 	0.003175 33.4480980112
0.484 	0.0032 35.8313810983
0.484 	0.003225 38.277669979
0.484 	0.00325 40.7840189112
0.484 	0.003275 43.3473243789
0.484 	0.0033 45.9644295078
0.484 	0.003325 48.6308167522
0.484 	0.00335 51.3477753816
0.484 	0.003375 54.1076941846
0.484 	0.0034 56.9065496912
0.484 	0.003425 59.7467591893
0.484 	0.00345 62.622723707
0.484 	0.003475 65.5313772447
0.484 	0.0035 68.4685201765
0.484 	0.003525 71.4323256197
0.484 	0.00355 74.4199886197
0.484 	0.003575 77.4285300218
0.484 	0.0036 80.4580602613
0.484 	0.003625 83.510562797
0.484 	0.00365 86.5837171941
0.484 	0.003675 89.6752591804
0.484 	0.0037 92.7828294817
0.484 	0.003725 95.9041552796
0.484 	0.00375 99.0369668673
0.484 	0.003775 102.178953745
0.484 	0.0038 105.327815447
0.484 	0.003825 108.481211852
0.484 	0.00385 111.636779982
0.484 	0.003875 114.792133438
0.484 	0.0039 118.188852623
0.484 	0.003925 121.286865672
0.484 	0.00395 124.375787064
0.484 	0.003975 127.453124137
0.484 	0.004 130.516312932
0.488 	0.002 21.1946772379
0.488 	0.002025 19.1968293441
0.488 	0.00205 17.291134725
0.488 	0.002075 15.4787307776
0.488 	0.0021 13.7607602755
0.488 	0.002125 12.1384131974
0.488 	0.00215 10.6129232622
0.488 	0.002175 9.18554364539
0.488 	0.0022 7.85764466992
0.488 	0.002225 6.63062029217
0.488 	0.00225 5.50585860691
0.488 	0.002275 4.4848523616
0.488 	0.0023 3.56894402499
0.488 	0.002325 2.75941616136
0.488 	0.00235 2.05741114906
0.488 	0.002375 1.46389425884
0.488 	0.0024 0.979620364745
0.488 	0.002425 0.605111301491
0.488 	0.00245 0.340627839338
0.488 	0.002475 0.185988995001
0.488 	0.0025 0.134144649497
0.488 	0.002525 0.139201395875
0.488 	0.00255 0.21983922195
0.488 	0.002575 0.407681321325
0.488 	0.0026 0.70363291144
0.488 	0.002625 1.10699200592
0.488 	0.00265 1.61674592205
0.488 	0.002675 2.23170962019
0.488 	0.0027 2.95049026392
0.488 	0.002725 3.72781481068
0.488 	0.00275 4.62841983369
0.488 	0.002775 5.62598138325
0.488 	0.0028 6.71869950595
0.488 	0.002825 7.9048055942
0.488 	0.00285 9.18251010929
0.488 	0.002875 10.5501659258
0.488 	0.0029 12.0060768727
0.488 	0.002925 13.5487120978
0.488 	0.00295 15.1765216961
0.488 	0.002975 16.8879656739
0.488 	0.003 18.6814974474
0.488 	0.003025 20.5555578149
0.488 	0.00305 22.5083612435
0.488 	0.003075 24.5380576618
0.488 	0.0031 26.6428692145
0.488 	0.003125 28.8204948412
0.488 	0.00315 31.0688092158
0.488 	0.003175 33.3854643367
0.488 	0.0032 35.7674378678
0.488 	0.003225 38.2126510622
0.488 	0.00325 40.7180246778
0.488 	0.003275 43.2811268091
0.488 	0.0033 45.8955011681
0.488 	0.003325 48.561282881
0.488 	0.00335 51.2752343633
0.488 	0.003375 54.0340588837
0.488 	0.0034 56.8348516731
0.488 	0.003425 59.6744199161
0.488 	0.00345 62.5498074092
0.488 	0.003475 65.4581203373
0.488 	0.0035 68.3953167378
0.488 	0.003525 71.3586874379
0.488 	0.00355 74.3460048855
0.488 	0.003575 77.3543857519
0.488 	0.0036 80.3838231174
0.488 	0.003625 83.4363421382
0.488 	0.00365 86.5096364596
0.488 	0.003675 89.6013988422
0.488 	0.0037 92.7092855639
0.488 	0.003725 95.8310103726
0.488 	0.00375 98.964305021
0.488 	0.003775 102.10686301
0.488 	0.0038 105.256387248
0.488 	0.003825 108.410537705
0.488 	0.00385 111.566950118
0.488 	0.003875 114.723243257
0.488 	0.0039 118.124819
0.488 	0.003925 121.223800911
0.488 	0.00395 124.313782944
0.488 	0.003975 127.392279929
0.488 	0.004 130.456726812
0.492 	0.002 21.0985628635
0.492 	0.002025 19.1036447146
0.492 	0.00205 17.2009612239
0.492 	0.002075 15.3916292164
0.492 	0.0021 13.6767686953
0.492 	0.002125 12.0575528681
0.492 	0.00215 10.5351885917
0.492 	0.002175 9.11089649532
0.492 	0.0022 7.78609614204
0.492 	0.002225 6.56210592587
0.492 	0.00225 5.44037061241
0.492 	0.002275 4.42224658041
0.492 	0.0023 3.50919237797
0.492 	0.002325 2.70244511101
0.492 	0.00235 2.00314935572
0.492 	0.002375 1.41224010502
0.492 	0.0024 0.93110987804
0.492 	0.002425 0.558394591193
0.492 	0.00245 0.29621783186
0.492 	0.002475 0.143790025155
0.492 	0.0025 0.0938413202634
0.492 	0.002525 0.0997171186377
0.492 	0.00255 0.181373113957
0.492 	0.002575 0.370211491261
0.492 	0.0026 0.667057396923
0.492 	0.002625 1.07115667799
0.492 	0.00265 1.58150759847
0.492 	0.002675 2.19692667431
0.492 	0.0027 2.91604597365
0.492 	0.002725 3.69277238267
0.492 	0.00275 4.59339623486
0.492 	0.002775 5.59066499095
0.492 	0.0028 6.68290354792
0.492 	0.002825 7.86839216488
0.492 	0.00285 9.14532184216
0.492 	0.002875 10.5120592469
0.492 	0.0029 11.9669130174
0.492 	0.002925 13.5083817454
0.492 	0.00295 15.1349236852
0.492 	0.002975 16.8450304613
0.492 	0.003 18.6371725421
0.492 	0.003025 20.5098155865
0.492 	0.00305 22.4611387631
0.492 	0.003075 24.4894949857
0.492 	0.0031 26.5929316464
0.492 	0.003125 28.7692554138
0.492 	0.00315 31.0162747277
0.492 	0.003175 33.3317243211
0.492 	0.0032 35.7126489925
0.492 	0.003225 38.1568720098
0.492 	0.00325 40.661288493
0.492 	0.003275 43.2227537605
0.492 	0.0033 45.8363717013
0.492 	0.003325 48.5014168238
0.492 	0.00335 51.2145488711
0.492 	0.003375 53.9727296431
0.492 	0.0034 56.772795059
0.492 	0.003425 59.6117332205
0.492 	0.00345 62.4866387038
0.492 	0.003475 65.3956980963
0.492 	0.0035 68.3318569058
0.492 	0.003525 71.2947746344
0.492 	0.00355 74.2816398995
0.492 	0.003575 77.2897128874
0.492 	0.0036 80.319196444
0.492 	0.003625 83.3716729176
0.492 	0.00365 86.4451052561
0.492 	0.003675 89.5369993877
0.492 	0.0037 92.6451255726
0.492 	0.003725 95.7671666633
0.492 	0.00375 98.9008445181
0.492 	0.003775 102.04388084
0.492 	0.0038 105.193928602
